Id,Label,timeset,indegree,outdegree,Degree,clustering,eigencentrality,componentnumber,strongcompnum,modularity_class,pageranks,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
14838,14838,,3,1,4,0.333333,0.009601,0,1292,2,0.000166,5,1,6,0,0,0,0,0.012945,0
14971,14971,,2,1,3,0.5,0.005664,0,1291,2,0.000153,5,3,8,0,0,0,0,0.012334,0
88821,88821,,1,0,1,0,0.001915,0,1290,2,0.000153,2,0,2,0,0,0,0,0.012334,0
111375,111375,,1,0,1,0,0.001915,0,1289,2,0.000153,1,0,1,0,0,0,0,0.012334,0
11110,11110,,2,1,3,0.5,0.005664,0,1288,2,0.000153,2,1,3,0,0,0,0,0.012334,0
11440,11440,,3,10,13,0.121212,0.009413,0,1114,25,0.000162,3,10,13,2,0.736842,0.821429,22.666667,0.014802,0.030543
15541,15541,,2,6,8,0.142857,0.005664,0,1287,1,0.000153,6,12,18,3,0.615385,0.770833,3.033333,0.012334,0.018741
447688,447688,,2,4,6,0.25,0.005664,0,1286,2,0.000153,3,4,7,1,1,1,2,0.012334,0.002584
79071,79071,,1,0,1,0,0.001915,0,1285,2,0.000153,1,0,1,0,0,0,0,0.012334,0
11527,11527,,2,7,9,0.178571,0.005664,0,1284,2,0.000153,4,9,13,5,0.3875,0.484946,6,0.012334,0.004638
21778,21778,,2,1,3,0.5,0.005664,0,1282,2,0.000153,2,1,3,0,0,0,0,0.012334,0
87535,87535,,5,1,6,0.2,0.018205,0,1116,2,0.000183,13,8,21,0,0,0,0,0.016332,0
11992,11992,,2,4,6,0.3,0.005664,0,1281,2,0.000153,3,4,7,1,1,1,1,0.012334,0.015911
12030,12030,,2,9,11,0.144444,0.005664,0,1280,25,0.000153,4,12,16,6,0.341176,0.417625,17.5,0.012334,0.014303
36832,36832,,3,1,4,0.333333,0.008496,0,1279,2,0.00016,5,1,6,0,0,0,0,0.015204,0
108971,108971,,1,1,2,0,0.002832,46,1295,56,0.000152,1,1,2,0,0,0,0,0,0
43452,43452,,0,15,15,0.009524,0,0,1297,25,0.000152,0,15,15,3,0.552239,0.666667,0,0,0.013343
95873,95873,,6,1,7,0.166667,0.057061,0,332,25,0.000273,11,6,17,0,0,0,0,0.007096,0
119570,119570,,2,0,2,0,0.004747,0,1296,31,0.000168,2,0,2,0,0,0,0,0.002046,0
27096,27096,,1,1,2,0,0.002832,47,1298,57,0.000152,1,1,2,0,0,0,0,0,0
18936,18936,,0,35,35,0.007563,0,0,1300,25,0.000152,0,44,44,4,0.466125,0.546512,0,0,0.088505
88213,88213,,3,0,3,0.166667,0.013588,0,481,25,0.000179,4,0,4,0,0,0,0,0.008066,0
80425,80425,,1,2,3,0,0.001915,0,1299,25,0.000156,1,3,4,1,1,1,2,0.004404,0.00347
51717,51717,,1,3,4,0.333333,0.002832,0,1301,31,0.000152,1,3,4,2,0.666667,0.75,0,0,0.001671
68127,68127,,1,1,2,0,0.002832,48,1302,58,0.000152,2,2,4,0,0,0,0,0,0
55094,55094,,4,0,4,0,0.036946,0,327,37,0.000212,4,0,4,0,0,0,0,0.012606,0
111263,111263,,1,0,1,0,0.020283,0,500,37,0.000162,1,0,1,0,0,0,0,0.003256,0
2959,2959,,2,9,11,0.122222,0.02677,0,499,37,0.000162,9,16,25,7,0.30782,0.374003,409.572222,0.003256,0.009998
92714,92714,,1,1,2,0,0.002832,49,1303,59,0.000152,2,2,4,0,0,0,0,0,0
2603,2603,,0,21,21,0.007143,0,0,1304,30,0.000152,0,22,22,9,0.283898,0.367503,0,0,0.057676
7867,7867,,4,1,5,0.25,0.028417,0,293,37,0.000214,6,3,9,0,0,0,0,0.006514,0
76337,76337,,0,36,36,0.002381,0,0,1309,1,0.000152,0,46,46,3,0.826923,0.910853,0,0,0.043386
106042,106042,,1,0,1,0,0.001915,0,1308,1,0.000156,1,0,1,0,0,0,0,0.002159,0
89025,89025,,5,1,6,0.2,0.059803,0,196,25,0.000283,6,1,7,0,0,0,0,0.008568,0
86555,86555,,3,1,4,0.333333,0.008496,0,1307,13,0.000179,4,2,6,0,0,0,0,0.002813,0
80855,80855,,3,0,3,0,0.026454,0,343,13,0.000216,3,0,3,0,0,0,0,0.006982,0
93977,93977,,1,0,1,0,0.001915,0,1306,1,0.000156,1,0,1,0,0,0,0,0.002159,0
102789,102789,,1,0,1,0,0.001915,0,1305,1,0.000156,1,0,1,0,0,0,0,0.002159,0
453176,453176,,1,1,2,0,0.002832,50,1310,60,0.000152,1,1,2,0,0,0,0,0,0
68204,68204,,1,10,11,0.1,0.002832,0,1311,30,0.000152,1,13,14,3,0.62963,0.745098,0,0,0.010056
55721,55721,,4,0,4,0,0.04933,0,377,1,0.000253,4,0,4,0,0,0,0,0.004607,0
2696,2696,,0,1,1,0,0,0,1312,2,0.000152,0,2,2,2,0.6,0.666667,0,0,0.001513
84634,84634,,0,1,1,0,0,0,1313,40,0.000152,0,1,1,1,1,1,0,0,0.000478
43681,43681,,0,12,12,0,0,0,1314,30,0.000152,0,15,15,3,0.638889,0.746377,0,0,0.037091
35577,35577,,1,4,5,0.25,0.002832,0,1315,30,0.000152,1,4,5,2,0.8,0.875,0,0,0.006929
27385,27385,,0,2,2,0,0,0,1316,37,0.000152,0,2,2,1,1,1,0,0,0.00192
117499,117499,,0,1,1,0,0,0,1317,1,0.000152,0,2,2,1,1,1,0,0,0.001116
2815,2815,,1,5,6,0.2,0.002832,0,1318,37,0.000152,1,5,6,4,0.40625,0.480769,0,0,0.003937
127681,127681,,3,0,3,0,0.042735,0,318,37,0.00028,4,0,4,0,0,0,0,0.004498,0
2819,2819,,1,5,6,0.25,0.002832,0,1320,30,0.000152,1,5,6,6,0.316832,0.403125,0,0,0.007067
105498,105498,,2,0,2,0,0.004747,0,1319,30,0.000192,2,0,2,0,0,0,0,0.001914,0
92957,92957,,0,1,1,0,0,0,1321,30,0.000152,0,1,1,2,0.666667,0.75,0,0,0.000737
27429,27429,,1,1,2,0,0.002832,51,1322,61,0.000152,1,1,2,0,0,0,0,0,0
19299,19299,,0,24,24,0.01087,0,0,1323,13,0.000152,0,30,30,4,0.586957,0.699074,0,0,0.070842
128432,128432,,4,1,5,0.25,0.022946,0,467,13,0.000247,4,1,5,0,0,0,0,0.004534,0
6899,6899,,3,6,9,0.142857,0.048873,0,272,3,0.000165,6,11,17,2,0.857143,0.916667,115.642857,0.008564,0.003534
3857,3857,,2,16,18,0.066176,0.040981,0,270,3,0.000162,5,24,29,7,0.280763,0.376352,816.716306,0.001975,0.037265
1502059,1502059,,0,1,1,0,0,0,1324,45,0.000152,0,1,1,2,0.666667,0.75,0,0,0.000123
77174,77174,,3,1,4,0.333333,0.021134,0,235,30,0.000184,3,1,4,0,0,0,0,0.002619,0
43901,43901,,0,4,4,0,0,0,1325,45,0.000152,0,5,5,3,0.666667,0.805556,0,0,0.017522
47431,47431,,2,0,2,0,0.041648,0,330,45,0.000235,2,0,2,0,0,0,0,0.002153,0
7671,7671,,5,2,7,0.2,0.027412,0,486,37,0.000189,13,8,21,1,1,1,1.861111,0.012064,0.00497
64138,64138,,11,1,12,0.1,0.112671,0,275,31,0.000548,11,1,12,0,0,0,0,0.024042,0
73667,73667,,3,0,3,0,0.022503,0,599,3,0.000218,3,0,3,0,0,0,0,0.004787,0
19405,19405,,0,2,2,0,0,0,1326,30,0.000152,0,4,4,1,1,1,0,0,0.016201
104424,104424,,3,2,5,0.25,0.020887,0,387,1,0.000169,4,3,7,1,1,1,23,0.002974,0
106178,106178,,6,1,7,0.166667,0.128539,0,166,25,0.000333,7,1,8,0,0,0,0,0.0054,0
47301,47301,,2,1,3,0.5,0.030491,0,561,1,0.000194,2,1,3,0,0,0,0,0.00021,0
126015,126015,,1,1,2,0,0.002832,52,1327,62,0.000152,1,1,2,0,0,0,0,0,0
73274,73274,,3,0,3,0,0.01916,0,472,25,0.000226,3,0,3,0,0,0,0,0.003312,0
19540,19540,,0,16,16,0.029167,0,0,1330,2,0.000152,0,16,16,4,0.485075,0.576923,0,0,0.033612
60761,60761,,2,12,14,0.089744,0.005664,0,1329,40,0.000161,2,13,15,2,0.866667,0.923077,11,0.001673,0.009767
126042,126042,,1,1,2,0,0.002832,53,1331,63,0.000152,2,2,4,0,0,0,0,0,0
19563,19563,,0,12,12,0.007576,0,0,1333,30,0.000152,0,14,14,3,0.634146,0.724359,0,0,0.025009
56338,56338,,1,0,1,0,0.001915,0,1332,30,0.000164,1,0,1,0,0,0,0,0.001245,0
3207,3207,,1,11,12,0.1,0.002832,0,1335,2,0.000152,2,17,19,3,0.59375,0.72807,0,0,0.01228
86024,86024,,1,0,1,0,0.002832,0,1334,2,0.000165,1,0,1,0,0,0,0,0.000611,0
27800,27800,,0,6,6,0,0,0,1336,30,0.000152,0,6,6,2,0.75,0.833333,0,0,0.008478
35999,35999,,1,1,2,0,0.002832,54,1337,64,0.000152,3,3,6,0,0,0,0,0,0
94334,94334,,2,2,4,0.333333,0.0086,0,866,3,0.00017,5,4,9,1,1,1,2,0.000495,0.000477
87234,87234,,1,1,2,0,0.004832,0,1112,25,0.000167,1,1,2,1,1,1,1,0.00152,0.003243
113962,113962,,4,1,5,0.333333,0.155656,0,11,25,0.001189,4,1,5,0,0,0,0,0.001634,0
46731,46731,,2,1,3,0.5,0.008568,0,993,1,0.000158,2,1,3,0,0,0,0,0.002673,0
1200558,1200558,,2,5,7,0.2,0.008568,0,990,13,0.000158,7,10,17,2,0.833333,0.9,10.833333,0.002673,0.006578
11480,11480,,0,5,5,0,0,0,1338,40,0.000152,0,9,9,1,1,1,0,0,0.005353
52443,52443,,0,12,12,0.007576,0,0,1339,30,0.000152,0,12,12,3,0.72,0.824074,0,0,0.031389
87072,87072,,2,0,2,0,0.017789,0,365,37,0.000168,2,0,2,0,0,0,0,0.006289,0
19679,19679,,0,5,5,0,0,0,1340,30,0.000152,0,6,6,2,0.857143,0.916667,0,0,0.015935
118644,118644,,2,1,3,0.5,0.007875,0,1283,2,0.000172,3,1,4,0,0,0,0,0.000231,0
52502,52502,,0,6,6,0.033333,0,0,1341,13,0.000152,0,7,7,3,0.488372,0.587302,0,0,0.013148
79078,79078,,3,1,4,0.333333,0.018289,0,479,25,0.000163,3,1,4,0,0,0,0,0.004847,0
216896,216896,,2,0,2,0,0.016411,0,463,15,0.00018,2,0,2,0,0,0,0,0.002409,0
130640,130640,,3,0,3,0,0.024967,0,439,13,0.000344,3,0,3,0,0,0,0,0.001678,0
93528,93528,,0,2,2,0,0,0,1342,45,0.000152,0,5,5,1,1,1,0,0,0.000385
113474,113474,,2,1,3,0.5,0.007875,0,1328,40,0.000165,2,1,3,0,0,0,0,0.000486,0
126639,126639,,1,0,1,0,0.02601,0,370,3,0.00019,1,0,1,0,0,0,0,0.000498,0
71183,71183,,1,0,1,0,0.012502,0,581,30,0.000195,1,0,1,0,0,0,0,0.000897,0
11649,11649,,1,21,22,0.057143,0.002832,0,1343,31,0.000152,1,23,24,5,0.413866,0.471743,0,0,0.027777
16314,16314,,4,0,4,0,0.030334,0,121,31,0.000223,4,0,4,0,0,0,0,0.00368,0
37020,37020,,2,9,11,0.1,0.012501,0,523,15,0.000156,3,12,15,2,0.785714,0.863636,56.308333,0.003525,0.03526
6309,6309,,3,29,32,0.04086,0.016438,0,520,37,0.000169,9,53,62,3,0.575221,0.687179,414.534524,0.004643,0.05524
20138,20138,,1,2,3,0,0.007832,0,512,37,0.000156,1,2,3,2,0.666667,0.75,16.666667,0.003525,0.003054
16139,16139,,3,1,4,0.333333,0.015333,0,510,45,0.000226,3,1,4,0,0,0,0,0.003624,0
4725,4725,,1,35,36,0.015079,0.007832,0,508,37,0.000156,1,47,48,4,0.54717,0.664751,288.661204,0.003525,0.067997
13757,13757,,2,2,4,0.333333,0.012501,0,501,37,0.000156,2,2,4,1,1,1,0.3,0.003525,0.00497
39371,39371,,9,2,11,0.166667,0.130114,0,71,15,0.000499,10,3,13,1,1,1,17.2,0.022976,0.013749
44434,44434,,0,18,18,0.006536,0,0,1344,30,0.000152,0,29,29,3,0.636364,0.742857,0,0,0.069212
11673,11673,,1,1,2,0,0.002832,55,1345,65,0.000152,4,4,8,0,0,0,0,0,0
101811,101811,,0,4,4,0,0,0,1346,25,0.000152,0,10,10,2,0.833333,0.9,0,0,0.010968
24065,24065,,1,2,3,0.166667,0.006695,0,733,3,0.000175,2,2,4,1,1,1,4.277778,0.00064,0.007332
118228,118228,,1,1,2,0,0.002832,56,1347,66,0.000152,1,1,2,0,0,0,0,0,0
3542,3542,,0,21,21,0.011905,0,0,1348,31,0.000152,0,24,24,5,0.432099,0.522063,0,0,0.061276
118234,118234,,1,1,2,0,0.002832,57,1349,67,0.000152,1,1,2,0,0,0,0,0,0
69083,69083,,0,15,15,0,0,0,1351,1,0.000152,0,16,16,1,1,1,0,0,0.011483
88876,88876,,1,0,1,0,0.001915,0,1350,1,0.000161,1,0,1,0,0,0,0,0.000571,0
134633,134633,,0,2,2,0,0,0,1352,37,0.000152,0,2,2,1,1,1,0,0,0.001983
28144,28144,,1,4,5,0.25,0.002832,0,1353,3,0.000152,1,4,5,2,0.714286,0.8,0,0,0.00503
11800,11800,,0,1,1,0,0,0,1354,31,0.000152,0,1,1,1,1,1,0,0,0.001498
36474,36474,,1,2,3,0.5,0.002832,0,1355,13,0.000152,2,3,5,4,0.381818,0.428571,0,0,0.001543
3712,3712,,1,10,11,0.122222,0.002832,0,1357,40,0.000152,6,16,22,6,0.310044,0.413615,0,0,0.01141
12937,12937,,1,1,2,0,0.002832,0,1356,3,0.000166,1,1,2,5,0.291667,0.330159,37,0.000568,0.003891
85642,85642,,0,1,1,0,0,0,1358,40,0.000152,0,1,1,1,1,1,0,0,0.000188
3737,3737,,0,4,4,0,0,0,1359,30,0.000152,0,4,4,2,0.7,0.785714,0,0,0.01093
96307,96307,,2,0,2,0,0.043757,0,203,13,0.000181,3,0,3,0,0,0,0,0.004595,0
13302,13302,,2,23,25,0.056159,0.014615,0,633,13,0.000166,3,34,37,4,0.56338,0.725,271.509957,0.00266,0.082337
4052,4052,,1,0,1,0,0.007662,0,698,3,0.000172,1,0,1,0,0,0,0,0.000858,0
4591,4591,,3,5,8,0.142857,0.026489,0,161,30,0.000182,4,6,10,6,0.303483,0.351639,433.259524,0.003139,0.004457
69499,69499,,1,0,1,0,0.008498,0,268,3,0.000162,1,0,1,0,0,0,0,0.001854,0
22147,22147,,2,3,5,0.25,0.01316,0,267,2,0.000162,4,6,10,1,1,1,57.2,0.001854,0.001457
23970,23970,,4,1,5,0.25,0.027234,0,264,37,0.000188,6,3,9,0,0,0,0,0.005952,0
30497,30497,,2,1,3,0.5,0.008088,0,1126,25,0.000168,2,1,3,0,0,0,0,0.000694,0
77614,77614,,1,1,2,0,0.002832,58,1360,68,0.000152,1,1,2,0,0,0,0,0,0
69528,69528,,2,1,3,0.5,0.013434,0,482,25,0.000157,4,3,7,0,0,0,0,0.003242,0
3978,3978,,1,28,29,0.046296,0.002832,0,1361,2,0.000152,1,29,30,7,0.32872,0.443383,0,0,0.077857
12183,12183,,0,2,2,0,0,0,1362,1,0.000152,0,2,2,1,1,1,0,0,0.003226
2658202,2658202,,1,11,12,0.090909,0.002832,0,1363,1,0.000152,3,16,19,4,0.571429,0.7125,0,0,0.02531
73488,73488,,1,0,1,0,0.012911,0,576,1,0.000195,1,0,1,0,0,0,0,0.000468,0
94173,94173,,1,1,2,0,0.002832,59,1364,69,0.000152,1,1,2,0,0,0,0,0,0
12266,12266,,0,4,4,0,0,0,1367,25,0.000152,0,4,4,4,0.476923,0.52957,0,0,0.014377
12855,12855,,1,17,18,0,0.001915,0,1366,2,0.000187,1,20,21,3,0.727273,0.840278,23,0.000715,0.035807
290835,290835,,1,3,4,0.333333,0.002832,0,1368,1,0.000152,3,5,8,1,1,1,0,0,0.014036
78903,78903,,1,0,1,0,0.007658,0,666,2,0.00024,1,0,1,0,0,0,0,0,0
110647,110647,,1,1,2,0,0.002832,60,1369,70,0.000152,1,1,2,0,0,0,0,0,0
32021,32021,,4,1,5,0.25,0.035973,0,150,13,0.000177,5,2,7,0,0,0,0,0.00924,0
5346,5346,,2,5,7,0.166667,0.013727,0,489,37,0.000158,7,12,19,2,0.642857,0.722222,18.733333,0.003206,0.013049
32124,32124,,3,1,4,0.333333,0.021113,0,488,37,0.000163,3,1,4,0,0,0,0,0.005955,0
143476,143476,,0,1,1,0,0,0,1370,1,0.000152,0,1,1,1,1,1,0,0,0.001443
86154,86154,,1,3,4,0.333333,0.002832,0,1372,2,0.000152,1,3,4,1,1,1,0,0,0.001567
113160,113160,,1,0,1,0,0.002832,0,1371,2,0.000199,1,0,1,0,0,0,0,0.000078,0
15459,15459,,2,5,7,0.02381,0.018088,0,294,13,0.000172,2,5,7,1,1,1,37.45,0.004404,0.019196
4737,4737,,2,10,12,0.127273,0.02394,0,260,15,0.000279,8,16,24,5,0.367284,0.429552,1421.966667,0,0.034156
12460,12460,,0,3,3,0,0,0,1373,31,0.000152,0,3,3,4,0.466667,0.553571,0,0,0.004752
53487,53487,,0,5,5,0,0,0,1374,25,0.000152,0,7,7,2,0.777778,0.857143,0,0,0.011985
20745,20745,,1,1,2,0,0.002832,61,1375,71,0.000152,1,1,2,0,0,0,0,0,0
20754,20754,,1,11,12,0.1,0.002832,0,1376,1,0.000152,1,13,14,4,0.422886,0.482353,0,0,0.032028
4372,4372,,0,2,2,0,0,0,1377,3,0.000152,0,2,2,2,0.75,0.833333,0,0,0.003668
88717,88717,,1,0,1,0,0.037066,0,288,37,0.000189,1,0,1,0,0,0,0,0.001556,0
88851,88851,,1,4,5,0,0.009796,0,361,25,0.000158,1,4,5,3,0.666667,0.805556,109.854762,0.004365,0.002202
37564,37564,,1,0,1,0,0.009796,0,356,37,0.000158,1,0,1,0,0,0,0,0.004365,0
86944,86944,,1,0,1,0,0.009796,0,349,37,0.000158,1,0,1,0,0,0,0,0.004365,0
21336,21336,,1,17,18,0.035948,0.011385,0,426,13,0.000158,1,17,18,3,0.615385,0.739583,195.877381,0.003692,0.055824
38769,38769,,1,0,1,0,0.011385,0,421,15,0.000158,1,0,1,0,0,0,0,0.003692,0
29060,29060,,0,2,2,0,0,0,1378,31,0.000152,0,2,2,1,1,1,0,0,0.002263
12707,12707,,1,12,13,0.090909,0.002832,0,1379,3,0.000152,1,12,13,3,0.666667,0.787037,0,0,0.040465
79146,79146,,3,1,4,0.333333,0.026743,0,536,3,0.000166,3,1,4,0,0,0,0,0.012824,0
14952,14952,,3,1,4,0.333333,0.022303,0,516,37,0.00017,6,4,10,0,0,0,0,0.004646,0
20938,20938,,0,10,10,0,0,0,1380,37,0.000152,0,11,11,3,0.532468,0.601626,0,0,0.025841
12754,12754,,0,1,1,0,0,0,1381,30,0.000152,0,1,1,3,0.44,0.484848,0,0,0.005484
31615,31615,,1,5,6,0,0.017232,0,457,30,0.000185,1,5,6,2,0.727273,0.8125,31.388128,0.001034,0.017701
86515,86515,,1,1,2,0,0.002832,62,1382,72,0.000152,1,1,2,0,0,0,0,0,0
4615,4615,,0,4,4,0,0,0,1383,3,0.000152,0,4,4,6,0.309524,0.40641,0,0,0.006372
70157,70157,,1,1,2,0,0.002832,63,1384,73,0.000152,1,1,2,0,0,0,0,0,0
94756,94756,,1,1,2,0,0.002832,64,1385,74,0.000152,1,1,2,0,0,0,0,0,0
96213,96213,,2,1,3,0.5,0.006581,0,1365,2,0.000162,2,1,3,0,0,0,0,0.001782,0
128310,128310,,1,0,1,0,0.00993,0,453,30,0.000181,1,0,1,0,0,0,0,0.001162,0
143972,143972,,0,2,2,0,0,0,1387,1,0.000152,0,2,2,1,1,1,0,0,0.003126
13356,13356,,2,1,3,0.5,0.005664,0,1386,1,0.000222,3,2,5,0,0,0,0,0.000156,0
128654,128654,,1,0,1,0,0.013643,0,350,25,0.000194,1,0,1,0,0,0,0,0.000303,0
15614,15614,,2,5,7,0.166667,0.022806,0,535,31,0.000155,3,8,11,1,1,1,11.59359,0.01081,0.00612
12960,12960,,0,34,34,0.006239,0,0,1389,25,0.000152,0,42,42,6,0.428571,0.577778,0,0,0.087235
1343428,1343428,,2,1,3,0.5,0.005664,0,1388,25,0.000156,4,3,7,0,0,0,0,0.004341,0
13005,13005,,0,25,25,0.005,0,0,1391,2,0.000152,0,27,27,3,0.52,0.619658,0,0,0.072437
111335,111335,,1,2,3,0,0.001915,0,1390,13,0.000158,1,2,3,1,1,1,2,0.003605,0.000375
23771,23771,,3,3,6,0.2,0.107406,0,109,30,0.000207,3,4,7,1,1,1,114.15,0.006842,0.004288
47649,47649,,3,1,4,0.333333,0.021661,0,243,13,0.000163,3,1,4,0,0,0,0,0.007614,0
120955,120955,,2,0,2,0,0.005498,0,1189,13,0.000233,2,0,2,0,0,0,0,0.002999,0
130901,130901,,3,1,4,0.333333,0.019083,0,543,13,0.000177,3,1,4,0,0,0,0,0.002805,0
81435,81435,,1,0,1,0,0.009967,0,541,25,0.000165,1,0,1,0,0,0,0,0.001359,0
22225,22225,,1,1,2,0,0.0046,0,148,37,0.000241,1,1,2,1,1,1,8.75,0.000234,0.001481
13131,13131,,1,2,3,0.5,0.002832,0,1392,13,0.000152,1,2,3,1,1,1,0,0,0.001094
21371,21371,,1,3,4,0.333333,0.002832,0,1393,13,0.000152,1,3,4,3,0.517241,0.555556,0,0,0.003785
13198,13198,,1,10,11,0.111111,0.002832,0,1395,1,0.000152,5,17,22,2,0.8,0.875,0,0,0.017238
128398,128398,,1,0,1,0,0.002832,0,1394,1,0.000166,1,0,1,0,0,0,0,0.000858,0
114338,114338,,3,0,3,0,0.022188,0,281,25,0.000191,3,0,3,0,0,0,0,0.003469,0
144351,144351,,0,1,1,0,0,65,1397,75,0.000152,0,1,1,1,1,1,0,0,0
87492,87492,,1,0,1,0,0.001915,65,1396,75,0.000292,1,0,1,0,0,0,0,0,0
95247,95247,,1,1,2,0,0.002832,66,1398,76,0.000152,1,1,2,0,0,0,0,0,0
136208,136208,,0,1,1,0,0,0,1399,30,0.000152,0,1,1,1,1,1,0,0,0.003836
5171,5171,,1,11,12,0.090909,0.002832,0,1400,13,0.000152,2,13,15,4,0.40856,0.464286,0,0,0.022476
62576,62576,,0,1,1,0,0,0,1401,40,0.000152,0,1,1,1,1,1,0,0,0.001184
95353,95353,,0,2,2,0,0,0,1402,1,0.000152,0,2,2,1,1,1,0,0,0.001725
23070,23070,,2,3,5,0.333333,0.049859,0,341,31,0.0002,2,3,5,3,0.48,0.541667,128.670635,0.001281,0.008335
113682,113682,,2,0,2,0,0.010529,0,687,2,0.00028,2,0,2,0,0,0,0,0.000173,0
13531,13531,,1,27,28,0.039886,0.002832,0,1404,37,0.000152,2,34,36,4,0.535433,0.653186,0,0,0.062573
15311,15311,,2,1,3,0.5,0.006769,0,1403,37,0.000157,2,1,3,0,0,0,0,0.003114,0
64833,64833,,4,1,5,0.25,0.086949,0,193,25,0.000286,4,1,5,0,0,0,0,0.002422,0
13687,13687,,0,3,3,0,0,0,1405,37,0.000152,0,3,3,2,0.615385,0.6875,0,0,0.005539
21886,21886,,1,20,21,0.055263,0.002832,0,1406,25,0.000152,1,29,30,3,0.660714,0.752252,0,0,0.086957
5640,5640,,1,11,12,0.1,0.002832,0,1408,15,0.000152,1,13,14,4,0.396694,0.494792,0,0,0.032015
7116,7116,,2,3,5,0.25,0.006769,0,1407,15,0.000165,2,3,5,3,0.5,0.583333,7.5,0.001593,0.005374
40756,40756,,2,0,2,0,0.04092,0,64,13,0.000222,2,0,2,0,0,0,0,0.003577,0
22118,22118,,0,2,2,0,0,0,1409,3,0.000152,0,2,2,2,0.666667,0.75,0,0,0.010287
13989,13989,,1,1,2,0,0.002832,67,1410,77,0.000152,11,11,22,0,0,0,0,0,0
22211,22211,,1,2,3,0.5,0.002832,0,1411,31,0.000152,2,3,5,1,1,1,0,0,0.000552
38611,38611,,0,1,1,0,0,0,1412,25,0.000152,0,1,1,1,1,1,0,0,0.000256
55078,55078,,0,2,2,0,0,0,1413,30,0.000152,0,2,2,2,0.666667,0.75,0,0,0.003121
14122,14122,,1,2,3,0.5,0.002832,0,1414,13,0.000152,1,2,3,2,0.666667,0.75,0,0,0.002376
63743,63743,,1,0,1,0,0.002832,0,1190,30,0.00016,1,0,1,0,0,0,0,0.00298,0
22364,22364,,0,5,5,0,0,0,1415,13,0.000152,0,5,5,2,0.692308,0.777778,0,0,0.015683
5999,5999,,0,4,4,0,0,0,1416,30,0.000152,0,4,4,3,0.636364,0.761905,0,0,0.01081
14193,14193,,1,1,2,0,0.002832,68,1417,78,0.000152,5,5,10,0,0,0,0,0,0
137080,137080,,0,1,1,0,0,0,1418,31,0.000152,0,1,1,1,1,1,0,0,0.000885
122139,122139,,1,0,1,0,0.006634,0,386,1,0.000231,1,0,1,0,0,0,0,0,0
6148,6148,,0,3,3,0,0,0,1419,25,0.000152,0,4,4,2,0.636364,0.714286,0,0,0.013271
47152,47152,,1,1,2,0,0.002832,69,1420,79,0.000152,1,1,2,0,0,0,0,0,0
137273,137273,,1,1,2,0,0.002832,70,1421,80,0.000152,3,3,6,0,0,0,0,0,0
88200,88200,,1,1,2,0,0.002832,71,1422,81,0.000152,1,1,2,0,0,0,0,0,0
71953,71953,,2,1,3,0.5,0.010218,0,519,37,0.000158,2,1,3,0,0,0,0,0.002749,0
89384,89384,,1,0,1,0,0.005774,0,518,37,0.000158,1,0,1,0,0,0,0,0.002749,0
80578,80578,,1,0,1,0,0.005774,0,514,37,0.000158,1,0,1,0,0,0,0,0.002749,0
7927,7927,,2,1,3,0.5,0.010218,0,513,37,0.000158,3,2,5,0,0,0,0,0.002749,0
22704,22704,,1,7,8,0.166667,0.002832,0,1423,15,0.000152,2,9,11,3,0.493976,0.544715,0,0,0.035716
6345,6345,,1,3,4,0.333333,0.002832,0,1424,30,0.000152,1,3,4,1,1,1,0,0,0.004296
137468,137468,,0,5,5,0,0,0,1425,13,0.000152,0,5,5,1,1,1,0,0,0.016976
106111,106111,,2,0,2,0,0.040003,0,68,13,0.000239,2,0,2,0,0,0,0,0.001599,0
1128722,1128722,,1,1,2,0,0.002832,72,1426,82,0.000152,1,1,2,0,0,0,0,0,0
6440,6440,,1,12,13,0.083333,0.002832,0,1427,13,0.000152,1,15,16,3,0.708333,0.813725,0,0,0.029063
89443,89443,,1,0,1,0,0.005067,0,984,2,0.000177,1,0,1,0,0,0,0,0.000327,0
6560,6560,,1,3,4,0.333333,0.002832,0,1428,13,0.000152,2,4,6,3,0.526316,0.583333,0,0,0.016338
31136,31136,,0,4,4,0,0,0,1429,13,0.000152,0,5,5,2,0.833333,0.9,0,0,0.010798
6568,6568,,0,2,2,0,0,0,1430,45,0.000152,0,2,2,3,0.571429,0.708333,0,0,0.008468
6694,6694,,0,1,1,0,0,0,1431,30,0.000152,0,2,2,1,1,1,0,0,0.004775
6807,6807,,0,5,5,0.05,0,0,1432,3,0.000152,0,6,6,4,0.402439,0.482323,0,0,0.008513
23221,23221,,0,1,1,0,0,0,1433,31,0.000152,0,1,1,1,1,1,0,0,0.001498
6920,6920,,0,3,3,0,0,0,1434,1,0.000152,0,3,3,2,0.636364,0.714286,0,0,0.004297
48387,48387,,1,3,4,0,0.009202,0,539,1,0.000166,1,3,4,2,0.714286,0.8,24.783333,0.001118,0.005531
7230,7230,,0,1,1,0,0,0,1435,31,0.000152,0,1,1,1,1,1,0,0,0.001498
15578,15578,,0,2,2,0,0,0,1436,45,0.000152,0,2,2,1,1,1,0,0,0.001999
138469,138469,,1,2,3,0.5,0.002832,0,1437,13,0.000152,1,2,3,1,1,1,0,0,0.000427
