,i,j,t
9051,65,190,553
9052,304,309,553
9053,40,274,553
9054,106,112,553
9055,27,46,553
9056,27,50,553
9057,76,218,553
9058,3,146,553
9059,308,315,553
9060,22,131,553
9061,313,314,553
9062,27,44,553
9063,44,46,553
9064,76,193,553
9065,122,200,553
9066,292,308,554
9067,186,212,554
9068,1,276,554
9069,64,137,554
9070,308,315,554
9071,88,122,554
9072,43,132,554
9073,44,46,554
9074,101,111,554
9075,193,218,554
9076,76,218,554
9077,178,180,554
9078,3,146,554
9079,186,219,554
9080,147,216,554
9081,212,219,554
9082,313,314,554
9083,46,50,554
9084,27,44,554
9085,77,267,554
9086,21,241,555
9087,44,46,555
9088,147,216,555
9089,21,109,555
9090,292,308,555
9091,1,276,555
9092,50,101,555
9093,68,192,555
9094,76,218,555
9095,111,218,555
9096,21,39,555
9097,86,130,555
9098,313,314,555
9099,308,315,555
9100,122,200,555
9101,44,50,555
9102,130,184,555
9103,99,228,555
9104,106,112,555
9105,133,284,555
9106,98,109,555
9107,43,132,555
9108,76,193,555
9109,77,267,555
9110,308,315,556
9111,21,39,556
9112,133,284,556
9113,35,177,556
9114,193,218,556
9115,88,122,556
9116,85,258,556
9117,101,111,556
9118,186,219,556
9119,122,200,556
9120,86,130,556
9121,304,309,556
9122,212,219,556
9123,46,50,556
9124,292,308,556
9125,50,111,556
9126,114,239,556
9127,130,184,556
9128,76,218,556
9129,86,130,557
9130,27,46,557
9131,193,218,557
9132,130,184,557
9133,212,219,557
9134,21,39,557
9135,44,50,557
9136,106,112,557
9137,43,132,557
9138,44,46,557
9139,101,111,557
9140,114,133,557
9141,313,314,557
9142,98,109,557
9143,111,218,557
9144,35,177,557
9145,101,193,557
9146,308,315,557
9147,111,193,557
9148,2,264,557
9149,305,313,557
9150,76,193,557
9151,133,284,557
9152,178,180,557
9153,21,39,558
9154,3,146,558
9155,98,109,558
9156,212,219,558
9157,308,315,558
9158,75,94,558
9159,76,218,558
9160,44,46,558
9161,80,93,558
9162,186,219,558
9163,35,177,558
9164,193,218,558
9165,98,241,558
9166,86,130,558
9167,46,50,558
9168,101,218,558
9169,34,175,558
9170,122,200,558
9171,28,36,558
9172,101,193,558
9173,35,204,558
9174,310,312,558
9175,85,258,558
9176,50,111,558
9177,21,109,558
9178,193,218,559
9179,304,309,559
9180,88,122,559
9181,27,44,559
9182,21,98,559
9183,27,46,559
9184,101,111,559
9185,310,312,559
9186,133,284,559
9187,293,305,559
9188,34,175,559
9189,44,46,559
9190,28,36,559
9191,178,180,559
9192,136,219,559
9193,3,146,559
9194,27,50,559
9195,121,203,559
9196,101,218,559
9197,76,193,559
9198,39,241,559
9199,76,218,559
9200,99,228,559
9201,147,216,559
9202,111,218,559
9203,86,130,559
9204,21,241,559
9205,45,79,560
9206,44,46,560
9207,50,216,560
9208,98,241,560
9209,293,305,560
9210,304,309,560
9211,21,241,560
9212,34,175,560
9213,109,241,560
9214,3,92,560
9215,178,180,560
9216,76,193,560
9217,99,228,560
9218,21,39,560
9219,15,210,560
9220,101,111,560
9221,43,132,560
9222,130,184,560
9223,193,218,560
9224,75,145,560
9225,23,164,560
9226,34,88,560
9227,21,109,561
9228,44,46,561
9229,45,79,561
9230,174,287,561
9231,75,145,561
9232,21,241,561
9233,111,218,561
9234,23,203,561
9235,99,228,561
9236,109,241,561
9237,64,137,561
9238,178,180,561
9239,34,175,561
9240,98,109,561
9241,23,164,561
9242,3,146,561
9243,21,98,561
9244,193,218,561
9245,68,192,561
9246,178,180,562
9247,310,312,562
9248,21,39,562
9249,130,184,562
9250,43,132,562
9251,65,190,562
9252,149,154,562
9253,143,229,562
9254,121,203,562
9255,109,241,562
9256,111,218,562
9257,2,264,562
9258,99,228,562
9259,317,318,562
9260,133,284,562
9261,98,109,562
9262,186,280,562
9263,106,112,562
9264,3,92,562
9265,122,200,562
9266,21,98,563
9267,43,132,563
9268,35,177,563
9269,313,314,563
9270,40,274,563
9271,80,93,563
9272,149,154,563
9273,35,204,563
9274,130,184,563
9275,3,92,563
9276,136,186,563
9277,178,180,563
9278,50,216,563
9279,133,284,563
9280,122,200,563
9281,317,318,563
9282,304,309,563
9283,3,146,563
9284,22,126,563
9285,111,218,563
9286,101,111,563
9287,68,192,564
9288,308,315,564
9289,50,216,564
9290,102,191,564
9291,193,218,564
9292,310,312,564
9293,21,241,564
9294,225,259,564
9295,321,325,564
9296,130,184,564
9297,111,218,564
9298,122,200,564
9299,98,109,564
9300,2,53,564
9301,35,204,564
9302,133,284,564
9303,3,92,564
9304,114,268,564
9305,98,109,565
9306,3,146,565
9307,44,46,565
9308,193,218,565
9309,22,126,565
9310,50,216,565
9311,149,154,565
9312,313,314,565
9313,2,264,565
9314,68,192,565
9315,27,158,565
9316,102,191,565
9317,147,216,565
9318,9,10,565
9319,21,109,565
9320,130,184,565
9321,76,193,565
9322,99,228,565
9323,3,92,565
9324,21,241,565
9325,136,212,565
9326,301,322,565
9327,99,228,566
9328,101,111,566
9329,21,241,566
9330,106,112,566
9331,2,264,566
9332,111,218,566
9333,313,314,566
9334,68,192,566
9335,136,212,566
9336,76,193,566
9337,101,218,566
9338,50,158,566
9339,149,154,566
9340,133,284,566
9341,3,146,566
9342,45,79,566
9343,98,241,566
9344,44,46,566
9345,133,284,567
9346,45,79,567
9347,76,193,567
9348,80,93,567
9349,111,218,567
9350,9,10,567
9351,75,94,567
9352,21,98,567
9353,313,314,567
9354,43,132,567
9355,3,146,567
9356,308,315,567
9357,98,109,567
9358,292,308,567
9359,56,226,567
9360,101,111,567
9361,3,146,568
9362,45,79,568
9363,111,218,568
9364,133,284,568
9365,98,109,568
9366,292,308,568
9367,50,216,568
9368,99,228,568
9369,21,39,568
9370,106,112,568
9371,293,313,568
9372,136,186,568
9373,305,325,568
9374,308,315,568
9375,114,268,568
9376,85,258,568
9377,75,94,568
9378,305,313,568
9379,136,219,568
9380,293,305,568
9381,21,98,569
9382,310,312,569
9383,178,180,569
9384,193,218,569
9385,186,219,569
9386,85,258,569
9387,304,309,569
9388,292,308,569
9389,114,268,569
9390,99,228,569
9391,101,218,569
9392,308,315,569
9393,75,94,569
9394,111,218,569
9395,21,109,569
9396,3,92,569
9397,304,309,570
9398,127,264,570
9399,99,228,570
9400,45,71,570
9401,50,158,570
9402,85,258,570
9403,45,79,570
9404,136,212,570
9405,36,180,570
9406,136,219,570
9407,114,268,570
9408,133,284,570
9409,293,313,570
9410,1,276,570
9411,34,88,570
9412,308,315,570
9413,149,154,570
9414,305,325,570
9415,2,264,570
9416,65,190,570
9417,22,131,570
9418,158,216,571
9419,85,258,571
9420,21,109,571
9421,126,131,571
9422,97,119,571
9423,1,276,571
9424,44,46,571
9425,292,308,571
9426,34,88,571
9427,293,313,571
9428,80,93,571
9429,317,318,571
9430,114,268,571
9431,2,264,571
9432,50,216,571
9433,101,218,571
9434,3,146,571
9435,99,228,571
9436,45,79,571
9437,3,92,571
9438,26,248,571
9439,193,218,571
9440,308,315,571
9441,129,135,572
9442,210,220,572
9443,121,203,572
9444,292,308,572
9445,60,267,572
9446,50,216,572
9447,72,129,572
9448,293,305,572
9449,2,264,572
9450,26,248,572
9451,21,98,572
9452,3,146,572
9453,106,112,572
9454,149,154,572
9455,3,92,572
9456,45,71,572
9457,76,193,572
9458,101,111,572
9459,25,73,572
9460,65,190,572
9461,23,164,572
9462,25,66,572
9463,313,314,572
9464,122,200,572
9465,76,218,572
9466,305,325,573
9467,106,112,573
9468,60,267,573
9469,2,264,573
9470,21,98,573
9471,292,308,573
9472,122,200,573
9473,23,164,573
9474,31,62,573
9475,50,158,573
9476,37,135,573
9477,76,193,573
9478,93,160,573
9479,313,314,573
9480,304,309,573
9481,308,315,573
9482,212,280,573
9483,44,46,573
9484,210,220,573
9485,43,132,573
9486,149,154,573
9487,76,218,573
9488,2,86,573
9489,147,216,574
9490,88,122,574
9491,53,86,574
9492,301,322,574
9493,93,160,574
9494,80,228,574
9495,76,193,574
9496,43,267,574
9497,60,267,574
9498,91,132,574
9499,72,132,574
9500,129,260,574
9501,66,73,574
9502,25,66,574
9503,178,180,574
9504,134,170,574
9505,149,154,574
9506,193,218,574
9507,23,164,574
9508,58,86,574
9509,313,314,574
9510,101,111,574
9511,77,267,574
9512,99,228,574
9513,37,135,574
9514,3,146,574
9515,305,325,574
9516,305,325,575
9517,3,146,575
9518,77,267,575
9519,304,309,575
9520,1,179,575
9521,76,193,575
9522,1,60,575
9523,44,46,575
9524,10,170,575
9525,65,190,575
9526,50,216,575
9527,305,313,575
9528,91,132,575
9529,2,264,575
9530,3,92,575
9531,72,129,575
9532,210,220,575
9533,133,284,575
9534,43,132,575
9535,21,109,575
9536,50,158,575
9537,37,132,575
9538,66,73,575
9539,37,91,575
9540,8,231,575
9541,80,93,575
9542,149,154,575
9543,37,91,576
9544,210,220,576
9545,225,259,576
9546,3,146,576
9547,2,53,576
9548,68,192,576
9549,72,260,576
9550,65,190,576
9551,21,109,576
9552,34,175,576
9553,44,46,576
9554,77,267,576
9555,202,257,576
9556,193,218,576
9557,93,160,576
9558,101,111,576
9559,147,216,576
9560,71,231,576
9561,45,79,576
9562,3,92,576
9563,313,314,576
9564,91,132,576
9565,71,231,577
9566,18,92,577
9567,93,160,577
9568,21,109,577
9569,6,253,577
9570,2,53,577
9571,44,46,577
9572,101,111,577
9573,50,158,577
9574,45,62,577
9575,9,170,577
9576,91,132,577
9577,76,193,577
9578,37,73,577
9579,77,267,577
9580,25,267,577
9581,122,178,577
9582,193,218,577
9583,37,132,577
9584,14,91,577
9585,133,284,577
9586,25,43,578
9587,31,116,578
9588,1,66,578
9589,26,248,578
9590,135,260,578
9591,37,132,578
9592,203,265,578
9593,2,264,578
9594,18,92,578
9595,89,141,578
9596,68,192,578
9597,45,79,578
9598,3,92,578
9599,308,315,578
9600,60,77,578
9601,317,318,578
9602,76,218,578
9603,16,228,578
9604,22,126,578
9605,50,158,578
9606,313,314,578
9607,3,146,578
9608,98,241,578
9609,175,228,578
9610,80,93,578
9611,91,132,578
9612,21,109,578
9613,93,160,578
9614,60,179,578
9615,34,122,579
9616,131,236,579
9617,9,170,579
9618,186,280,579
9619,23,121,579
9620,76,77,579
9621,3,92,579
9622,111,216,579
9623,74,249,579
9624,127,264,579
9625,89,141,579
9626,193,218,579
9627,308,315,579
9628,2,264,579
9629,34,178,579
9630,99,120,579
9631,10,170,579
9632,31,62,579
9633,80,93,579
9634,77,241,579
9635,136,219,579
9636,203,265,579
9637,9,10,579
9638,3,146,579
9639,99,233,579
9640,31,45,579
9641,101,216,579
9642,101,111,579
9643,305,325,579
9644,133,284,579
9645,120,162,579
9646,109,241,579
9647,305,325,580
9648,88,233,580
9649,10,170,580
9650,89,141,580
9651,45,62,580
9652,25,66,580
9653,304,309,580
9654,208,216,580
9655,30,99,580
9656,149,154,580
9657,80,93,580
9658,122,178,580
9659,6,116,580
9660,46,216,580
9661,210,220,580
9662,21,241,580
9663,34,178,580
9664,3,92,580
9665,76,193,580
9666,76,218,580
9667,133,284,580
9668,21,98,580
9669,93,160,580
9670,71,231,580
9671,3,146,580
9672,46,158,580
9673,44,46,580
9674,9,170,580
9675,44,158,581
9676,21,241,581
9677,34,74,581
9678,139,180,581
9679,62,116,581
9680,44,216,581
9681,308,315,581
9682,3,146,581
9683,76,193,581
9684,219,280,581
9685,101,111,581
9686,34,178,581
9687,33,51,581
9688,193,218,581
9689,8,228,581
9690,212,280,581
9691,71,231,581
9692,175,233,581
9693,89,141,581
9694,45,62,581
9695,8,178,581
9696,76,218,581
9697,26,248,581
9698,31,116,581
9699,16,162,581
9700,120,162,581
9701,121,203,581
9702,52,142,581
9703,116,159,581
9704,225,259,581
9705,158,216,581
9706,80,93,581
9707,105,240,581
9708,46,158,581
9709,149,154,582
9710,3,146,582
9711,313,314,582
9712,62,79,582
9713,37,132,582
9714,76,193,582
9715,317,318,582
9716,21,241,582
9717,6,31,582
9718,44,216,582
9719,2,264,582
9720,116,249,582
9721,88,175,582
9722,9,10,582
9723,6,79,582
9724,76,218,582
9725,290,291,582
9726,101,111,582
9727,105,240,582
9728,122,253,582
9729,122,178,582
9730,31,116,582
9731,116,159,582
9732,44,158,582
9733,133,284,582
9734,21,76,582
9735,212,280,582
9736,139,180,582
9737,46,158,582
9738,93,253,582
9739,9,170,582
9740,21,109,582
9741,98,105,582
9742,159,231,582
9743,131,236,582
9744,308,315,582
9745,126,131,582
9746,225,259,582
9747,292,308,582
9748,52,142,582
9749,16,30,582
9750,34,253,582
9751,75,94,583
9752,308,315,583
9753,36,231,583
9754,45,116,583
9755,28,36,583
9756,2,53,583
9757,34,122,583
9758,317,318,583
9759,114,268,583
9760,310,312,583
9761,76,218,583
9762,9,170,583
9763,133,284,583
9764,46,216,583
9765,93,116,583
9766,2,264,583
9767,89,141,583
9768,46,158,583
9769,27,50,583
9770,62,160,583
9771,98,105,583
9772,44,158,583
9773,144,249,583
9774,106,112,583
9775,71,93,583
9776,45,159,583
9777,52,142,583
9778,29,221,583
9779,158,216,583
9780,29,221,584
9781,93,253,584
9782,159,249,584
9783,18,92,584
9784,44,46,584
9785,202,257,584
9786,62,144,584
9787,34,178,584
9788,126,131,584
9789,21,98,584
9790,6,171,584
9791,88,175,584
9792,131,236,584
9793,162,175,584
9794,116,178,584
9795,3,146,584
9796,21,193,584
9797,101,111,584
9798,2,264,584
9799,9,10,584
9800,225,259,584
9801,21,241,584
9802,9,170,584
9803,2,53,584
9804,186,219,585
9805,313,314,585
9806,27,50,585
9807,22,131,585
9808,40,274,585
9809,321,325,585
9810,179,267,585
9811,2,53,585
9812,308,315,585
9813,28,36,585
9814,80,253,585
9815,50,147,585
9816,44,158,585
9817,292,308,585
9818,9,10,585
9819,133,284,585
9820,46,158,585
9821,77,267,585
9822,3,146,585
9823,158,216,585
9824,131,236,585
9825,29,221,585
9826,44,50,585
9827,15,210,585
9828,62,93,585
9829,76,218,585
9830,44,216,585
9831,169,283,585
9832,88,122,586
9833,9,170,586
9834,21,241,586
9835,127,130,586
9836,2,53,586
9837,3,146,586
9838,310,312,586
9839,46,158,586
9840,88,231,586
9841,149,154,586
9842,127,264,586
9843,15,210,586
9844,44,46,586
9845,29,221,586
9846,133,284,586
9847,317,318,586
9848,35,177,586
9849,9,10,586
9850,308,315,586
9851,50,216,586
9852,29,221,587
9853,2,53,587
9854,44,158,587
9855,76,193,587
9856,74,116,587
9857,64,137,587
9858,149,154,587
9859,186,219,587
9860,74,249,587
9861,35,204,587
9862,310,312,587
9863,321,325,587
9864,44,46,587
9865,18,92,587
9866,35,177,587
9867,27,158,587
9868,27,44,587
9869,21,241,587
9870,308,315,587
9871,52,142,587
9872,29,221,588
9873,31,62,588
9874,225,259,588
9875,313,314,588
9876,80,253,588
9877,16,30,588
9878,147,216,588
9879,74,116,588
9880,21,241,588
9881,9,10,588
9882,126,131,588
9883,3,146,588
9884,35,204,588
9885,308,315,588
9886,321,325,588
9887,127,130,588
9888,76,193,588
9889,304,309,588
9890,225,259,589
9891,317,318,589
9892,127,264,589
9893,52,142,589
9894,6,74,589
9895,301,322,589
9896,308,315,589
9897,133,284,589
9898,101,111,589
9899,147,216,589
9900,186,219,589
9901,50,216,589
9902,65,190,589
9903,50,158,589
9904,9,10,589
9905,35,177,589
9906,321,325,589
9907,116,178,589
9908,126,131,589
9909,160,175,589
9910,149,154,589
9911,121,203,589
9912,2,264,589
9913,304,309,589
9914,9,170,589
9915,74,249,589
9916,28,36,589
9917,21,241,590
9918,9,10,590
9919,65,190,590
9920,2,264,590
9921,116,178,590
9922,130,184,590
9923,130,264,590
9924,50,216,590
9925,9,170,590
9926,149,154,590
9927,133,284,590
9928,35,177,590
9929,33,160,590
9930,80,253,590
9931,101,111,590
9932,160,171,590
9933,46,101,590
9934,2,53,590
9935,131,236,590
9936,68,192,591
9937,106,112,591
9938,310,312,591
9939,301,322,591
9940,130,184,591
9941,147,216,591
9942,3,146,591
9943,9,10,591
9944,308,315,591
9945,133,284,591
9946,162,180,591
9947,16,30,591
9948,21,241,591
9949,313,314,591
9950,80,253,591
9951,169,283,591
9952,65,190,591
9953,98,240,591
9954,26,248,591
9955,52,142,591
9956,33,120,591
9957,50,158,591
9958,131,236,591
9959,35,177,591
9960,27,216,591
9961,88,122,591
9962,44,46,591
9963,213,261,592
9964,116,178,592
9965,23,203,592
9966,74,171,592
9967,3,146,592
9968,308,315,592
9969,321,325,592
9970,31,62,592
9971,50,158,592
9972,9,170,592
9973,147,216,592
9974,313,314,592
9975,26,248,592
9976,133,284,592
9977,114,268,592
9978,169,283,592
9979,50,101,592
9980,16,30,592
9981,225,259,592
9982,9,170,593
9983,74,171,593
9984,88,122,593
9985,3,146,593
9986,76,218,593
9987,76,193,593
9988,33,36,593
9989,116,175,593
9990,26,248,593
9991,126,131,593
9992,305,325,593
9993,121,203,593
9994,133,284,593
9995,50,158,593
9996,116,178,593
9997,304,309,593
9998,21,241,593
9999,131,236,593
10000,23,203,593
10001,79,99,593
10002,308,315,593
10003,9,10,593
10004,31,62,594
10005,35,177,594
10006,50,158,594
10007,321,325,594
10008,147,216,594
10009,149,154,594
10010,106,112,594
10011,89,141,594
10012,2,264,594
10013,305,325,594
10014,308,315,594
10015,122,180,594
10016,306,311,594
10017,121,203,594
10018,126,236,594
10019,79,99,594
10020,88,122,594
10021,186,219,594
10022,26,248,594
10023,131,236,594
10024,46,101,594
10025,317,318,594
10026,74,144,594
10027,3,146,594
10028,133,284,594
10029,52,142,594
10030,74,171,594
10031,3,146,595
10032,321,325,595
10033,130,184,595
10034,74,144,595
10035,71,93,595
10036,2,264,595
10037,23,203,595
10038,100,108,595
10039,122,180,595
10040,52,142,595
10041,74,171,595
10042,186,219,595
10043,131,236,595
10044,35,204,595
10045,225,259,595
10046,149,154,595
10047,44,46,595
10048,114,268,595
10049,144,171,595
10050,21,241,595
10051,79,99,595
10052,44,46,596
10053,308,315,596
10054,100,108,596
10055,101,111,596
10056,159,249,596
10057,144,245,596
10058,102,191,596
10059,149,154,596
10060,301,322,596
10061,3,146,596
10062,79,99,596
10063,321,325,596
10064,310,312,596
10065,35,177,596
10066,144,171,596
10067,50,158,596
10068,130,184,597
10069,100,108,597
10070,136,219,597
10071,85,258,597
10072,79,99,597
10073,46,101,597
10074,68,192,597
10075,186,219,597
10076,301,322,597
10077,21,241,597
10078,305,325,597
10079,130,264,597
10080,144,171,597
10081,308,315,597
10082,126,131,597
10083,304,309,597
10084,50,158,597
10085,74,171,597
10086,100,108,598
10087,304,309,598
10088,74,159,598
10089,76,193,598
10090,21,241,598
10091,88,122,598
10092,313,314,598
10093,136,186,598
10094,44,46,598
10095,130,184,598
10096,71,93,598
10097,2,53,598
10098,126,131,598
10099,21,98,598
10100,321,325,598
10101,50,158,598
10102,130,264,598
10103,76,218,598
10104,16,30,598
10105,74,144,598
10106,305,325,598
10107,101,111,598
10108,305,325,599
10109,89,141,599
10110,46,101,599
10111,178,200,599
10112,80,88,599
10113,172,181,599
10114,321,325,599
10115,114,268,599
10116,131,236,599
10117,308,315,599
10118,85,258,599
10119,186,219,599
10120,44,46,599
10121,144,249,600
10122,76,193,600
10123,3,92,600
10124,304,309,600
10125,3,146,600
10126,74,144,600
10127,71,93,600
10128,80,88,600
10129,88,253,600
10130,44,46,600
10131,313,314,600
10132,149,154,600
10133,202,257,600
10134,127,264,600
10135,21,241,600
10136,50,158,600
10137,122,253,600
10138,80,253,600
10139,301,322,600
10140,99,231,600
10141,75,145,600
10142,100,108,601
10143,74,159,601
10144,116,253,601
10145,292,308,601
10146,149,154,601
10147,116,122,601
10148,305,313,601
10149,88,116,601
10150,304,309,601
10151,88,122,601
10152,65,190,601
10153,106,112,601
10154,308,315,601
10155,80,116,601
10156,313,314,601
10157,89,141,601
10158,46,158,601
10159,71,93,601
10160,80,253,601
10161,3,92,601
10162,101,111,601
10163,88,253,601
10164,46,101,601
10165,50,158,601
10166,130,184,601
10167,127,264,601
10168,122,253,601
10169,133,284,601
10170,79,99,601
10171,21,241,602
10172,202,257,602
10173,127,264,602
10174,79,99,602
10175,88,116,602
10176,3,146,602
10177,80,116,602
10178,75,145,602
10179,100,108,602
10180,50,158,602
10181,71,93,602
10182,321,325,602
10183,10,170,602
10184,88,253,602
10185,172,181,602
10186,102,191,602
10187,225,259,602
10188,310,312,602
10189,133,284,602
10190,89,141,602
10191,106,112,602
10192,79,99,603
10193,292,308,603
10194,10,170,603
10195,305,313,603
10196,305,314,603
10197,46,101,603
10198,202,257,603
10199,313,314,603
10200,321,325,603
10201,116,122,603
10202,225,259,603
10203,65,190,603
10204,21,241,603
10205,130,184,603
10206,114,268,603
10207,88,116,603
10208,162,180,604
10209,3,92,604
10210,200,253,604
10211,321,325,604
10212,46,101,604
10213,133,284,604
10214,50,158,604
10215,310,312,604
10216,100,108,604
10217,101,111,604
10218,301,322,604
10219,305,313,604
10220,88,116,604
10221,313,314,605
10222,127,264,605
10223,99,231,605
10224,74,159,605
10225,114,268,605
10226,46,101,605
10227,88,116,605
10228,308,310,605
10229,133,284,605
10230,127,130,605
10231,321,325,605
10232,121,203,606
10233,130,264,606
10234,79,99,606
10235,101,111,606
10236,133,284,606
10237,6,122,606
10238,228,231,606
10239,39,109,606
10240,114,268,606
10241,308,315,606
10242,88,122,606
10243,79,231,606
10244,79,228,606
10245,321,325,606
10246,3,92,606
10247,46,101,606
10248,114,268,607
10249,293,305,607
10250,16,30,607
10251,101,111,607
10252,44,46,607
10253,71,93,607
10254,127,264,607
10255,102,191,607
10256,121,203,607
